id,source,target,satz.source,satz.target,device
14,Fokus,Lernen,6,6,lexical overlap
15,Cognitive Load Theory,Load,1,1,lexical overlap
15,Cognitive Load Theory,Lernmaterial,1,2,coreference
15,Lernmaterial,Arbeitsgedächtnis,2,2,lexical overlap
15,Lernmaterial,Störfaktoren,2,2,lexical overlap
15,Lernmaterial,Prozess,2,2,lexical overlap
15,Load,Vorwissen,3,3,lexical overlap
15,Load,Komplexität ,3,3,lexical overlap
15,Load,Lernmaterial,3,3,lexical overlap
15,Load,Lernen,3,4,bridging information
15,Lernen,Vokabeln,4,4,lexical overlap
15,Lernen,Intrinsische Belastung ,4,4,lexical overlap
15,Lernen,Beispiel,4,4,lexical overlap
15,Lernen ,Fremdsprache,4,4,lexical overlap
15,Vorwissen,Intrinsische Belastung ,5,5,lexical overlap
15,Vorwissen ,Komplexität ,6,6,lexical overlap
15,Vorwissen,Lernmaterial,6,6,lexical overlap
15,Lernmaterial,Beispiel,6,6,lexical overlap
15,Lernmaterial,Lernergebnis,7,7,lexical overlap
15,Vorwissen,Lernergebnis,7,7,lexical overlap
15,Lernender,Lernergebnis,7,7,lexical overlap
15,Extrinsische Belastung,Darstellung,8,8,lexical overlap
15,Extrinsische Belastung,Lernmaterial,8,8,lexical overlap
15,Nutzen,Darstellung,9,9,lexical overlap
15,Nutzen,Lernmaterial,9,9,lexical overlap
15,Nutzen,Effekt,9,9,lexical overlap
15,Nutzen,Redundanz Effekt,9,9,lexical overlap
15,Lernmaterial,Darstellung,9,9,lexical overlap
15,Lernmaterial,Lernmaterial,9,9,lexical overlap
15,Lernmaterial,Effekt,9,9,lexical overlap
15,Lernmaterial,Redundanz Effekt,9,9,lexical overlap
15,Darstellung,Lernenden,10,10,lexical overlap
15,Darstellung,Art,10,10,lexical overlap
15,Gesamtheit,Belastung ,11,11,lexical overlap
15,Gesamtheit,Germane Load,11,11,lexical overlap
15,Germane Load,Komplexität ,11,12,coreference
15,Extrinsische Belastung,Störfaktoren,13,13,lexical overlap
15,Extrinische Belastung ,Lernen,13,13,lexical overlap
15,Extrinische Belastung ,Lernprozess,13,13,lexical overlap
15,Germane Load,Störfaktoren,13,13,lexical overlap
15,Germane Load,Lernen,13,13,lexical overlap
15,Germane Load,Lernprozess,13,13,lexical overlap
15,Anzahl,Störfaktor,13,13,lexical overlap
15,Anzahl,Lernen,13,13,lexical overlap
15,Anzahl,Lernprozess,13,13,lexical overlap
17,Lernprozess,Belastung ,2,2,lexical overlap
17,Rolle,Arbeitsgedächtnis,4,4,lexical overlap
17,Rolle,Aufnahmekapazität,4,4,lexical overlap
17,Intrinsische Belastung,Lernmaterial,6,6,lexical overlap
17,Lernmaterial,Intrinsische Belastung,7,7,lexical overlap
17,Gestaltung,Belastung,8,8,lexical overlap
17,Gestaltung,Lernmaterial,8,8,lexical overlap
17,Gestaltung,Vordergurnd,8,8,lexical overlap
17,Lernmaterial,Information,9,9,lexical overlap
17,Lernmaterial,Detail,9,9,lexical overlap
17,Lernmaterial,Extrinsische Belastung ,9,9,lexical overlap
17,Aufmerksamkeit,Lerner,10,10,lexical overlap
17,Aufmerksamkeit,Extrinsische Belastung ,10,10,lexical overlap
17,Aufmerksamkeit,Lernerfolg,10,10,lexical overlap
17,Lernprozess,Bemühen,11,12,connective
17,Belastung,Lernprozess,11,11,lexical overlap
17,Bemühen,Lernender,12,12,lexical overlap
17,Bemühen,Lernmaterial,12,12,lexical overlap
17,Belastung,Lernender,13,13,lexical overlap
17,Belastung,Schema,13,13,lexical overlap
17,Belastung,Arbeitsgedächtnis,13,13,lexical overlap
21,Vorratsspeicherung,Daten,1,1,lexical overlap
21,Vorratsspeicherung,Spannungsfeld,1,1,lexical overlap
21,Vorratsspeicherung,Terrorbekämpfung,1,1,lexical overlap
21,Vorratsspeicherung,Bürgerüberwachung,1,1,lexical overlap
21,Vorratsspeicherung,Grat,1,1,lexical overlap
21,Vorratsspeicherung,Schutz,1,1,lexical overlap
21,Vorratsspeicherung,Eingriff,1,1,lexical overlap
21,Abwägung,Thema,2,2,lexical overlap
21,Abwägung,Argument,2,2,lexical overlap
21,Schutz ,Gewalt,3,3,lexical overlap
21,Schutz ,Terror ,3,3,lexical overlap
21,Schutz ,Bevölkerung,3,3,lexical overlap
21,Schutz ,Staat,3,3,lexical overlap
21,Schutz ,Gefahr,3,3,lexical overlap
21,Schutz ,Mensch,3,3,lexical overlap
21,Schutz ,Durchführung ,3,3,lexical overlap
21,Schutz ,Vorratsdatenspeicherung,3,3,lexical overlap
21,Gefahrabwehr,Gewalt,3,3,lexical overlap
21,Gefahrabwehr,Terror ,3,3,lexical overlap
21,Gefahrabwehr,Bevölkerung,3,3,lexical overlap
21,Gefahrabwehr,Staat,3,3,lexical overlap
21,Gefahrabwehr,Gefahr,3,3,lexical overlap
21,Gefahrabwehr,Mensch,3,3,lexical overlap
21,Gefahrabwehr,Durchführung ,3,3,lexical overlap
21,Gefahrabwehr,Vorratsdatenspeicherung,3,3,lexical overlap
21,Leib,Gewalt,4,4,lexical overlap
21,Leib,Terrorismus,4,4,lexical overlap
21,Leib,Mensch,4,4,lexical overlap
21,Leben,Gewalt,4,4,lexical overlap
21,Leben,Terrorismus,4,4,lexical overlap
21,Leben,Mensch,4,4,lexical overlap
21,Speicherung,Daten,5,5,lexical overlap
21,Speicherung,Gruppe,5,5,lexical overlap
21,Speicherung,Mensch,5,5,lexical overlap
21,Ergebnis,Eingriff,6,6,lexical overlap
21,Ergebnis,Spähre,6,6,lexical overlap
21,Ergebnis,Mensch,6,6,lexical overlap
21,Ergebnis,Verlust,6,6,lexical overlap
21,Ergebnis,Anonymität,6,6,lexical overlap
21,Ergebnis,Staat,6,6,lexical overlap
21,Ergebnis,Leib,6,6,lexical overlap
21,Ergebnis,Leben,6,6,lexical overlap
21,Ergebnis,Gesamtbevölkerung,6,6,lexical overlap
21,Ergebnis,Hand,6,6,lexical overlap
21,Ergebnis,Gefahr,6,6,lexical overlap
21,Ergebnis,Bevölkerungsschutz,6,6,lexical overlap
21,Eingriff,Vorratsdatenspeicherung,7,7,lexical overlap
21,Eingriff,Erwägung,7,7,lexical overlap
21,Eingriff,Beeinträchtigung,7,7,lexical overlap
21,Eingriff,Betroffene,7,7,lexical overlap
21,Terror,Terrorismus,3,4,synonym
21,Vorratsspeicherung,Person,8,8,lexical overlap
21,Gesprächsinhalt,Person,8,8,lexical overlap
21,Verbindungsdaten,Person,8,8,lexical overlap
21,Kommunikationsprofile,Person,9,9,lexical overlap
21,Kommunikationsprofile,Rückschluss,9,9,lexical overlap
21,Kommunikationsprofile,Lebensweise,9,9,lexical overlap
21,Kommunikationsprofile,Persönlichkeit,9,9,lexical overlap
21,Kommunikationsprofile,Daten,9,9,lexical overlap
21,Staat,Einblick,10,10,lexical overlap
21,Staat ,Leben,10,10,lexical overlap
21,Staat,Bürger,10,10,lexical overlap
21,Gefahr,Totalüberwachung,11,11,lexical overlap
21,Überwachung,Gesichtspunkt,12,12,lexical overlap
21,Überwachung,Gefahrenabwehr,12,12,lexical overlap
21,Vorsorge,Nachsorge,14,14,lexical overlap
21,Tatsache,Prävention,15,15,lexical overlap
21,Tatsache,Schwere,15,15,lexical overlap
21,Tatsache,Anbetracht,15,15,lexical overlap
21,Argument ,Anbetracht,15,15,lexical overlap
21,Tatsache,Grundrechtseingriff,15,15,lexical overlap
21,Argument,Prävention,15,15,lexical overlap
21,Argument,Schwere,15,15,lexical overlap
21,Argument,Grundrechtseingriff,15,15,lexical overlap
21,Vorratsdatenspeicherung,Bürger,16,16,lexical overlap
21,Vorratsdatenspeicherung,Rechte,16,16,lexical overlap
22,Daten,Terrorbekämpfung,1,1,lexical overlap
22,Daten,Deutschland,1,1,lexical overlap
22,Daten,Form,1,1,lexical overlap
22,Vorgang,Bundesregierung,2,2,lexical overlap
22,Vorgang,Behörden,2,2,lexical overlap
22,Vorgang ,Sicherheit,2,2,lexical overlap
22,Vorgang,Bürger,2,2,lexical overlap
22,Bürger,Datensammlung,3,3,lexical overlap
22,Bürger,Eingriff,3,3,lexical overlap
22,Bürger,Grundrecht,3,3,lexical overlap
22,Bürger,Teil,3,3,lexical overlap
22,Bürger,Bereich,3,4,coreference
22,Gesamtwohl ,Bevölkerung,4,4,lexical overlap
22,Gesamtwohl ,Wohlbefinden,4,4,lexical overlap
22,Gesamtwohl ,Bereich,4,4,lexical overlap
22,Gesamtwohl ,Einzelnen,4,4,lexical overlap
22,Bürger,Bevölkerung,3,4,synonym
22,Regierung ,Vorratsdatenspeicherung,5,5,lexical overlap
22,Regierung ,Instrument,5,5,lexical overlap
22,Regierung ,Terrorbekämpfung,5,5,lexical overlap
22,Regierung ,Situation,5,5,lexical overlap
22,Regierung ,Daten,5,5,lexical overlap
22,Vorratsdatenspeicherung,Datenspeicherung,5,6,synonym
22,Regierung ,Datenspeicherung,5,6,coreference
22,Kritiker,Nutzen,7,7,lexical overlap
22,Kritiker,Vergleich,7,7,lexical overlap
22,Kritiker,Aufwand,7,7,lexical overlap
22,Kritiker,Studien,7,8,coreference
22,Kosten,Vorratsdatenspeicherung,8,8,lexical overlap
22,Kosten,Studie,8,8,lexical overlap
22,Terroranschlag ,Deutschland,9,9,lexical overlap
22,Terroranschlag ,Teil,9,9,lexical overlap
22,Terroranschlag ,Daten,9,9,lexical overlap
22,Terroranschlag ,Bundesregierung,9,9,lexical overlap
22,Geheimdienst,Deutschland,9,9,lexical overlap
22,Geheimdienst,Teil,9,9,lexical overlap
22,Geheimdienst,Daten,9,9,lexical overlap
22,Geheimdienst,Bundesregierung,9,9,lexical overlap
22,Regierung ,Aufgabe,10,10,lexical overlap
22,Regierung ,Schutz,10,10,lexical overlap
22,Regierung ,Bevölkerung,10,10,lexical overlap
22,Deutsche,Datensammlung,11,11,lexical overlap
22,Deutsche,Gefahr,11,11,lexical overlap
22,Deutsche,Deutschland,11,11,lexical overlap
22,Deutsche,Überwachungsstaat,11,11,lexical overlap
22,Regierungssprecher,Gesprächsinhalt,12,12,lexical overlap
22,Regierungssprecher,Telefonat,12,12,lexical overlap
22,Regierungssprecher,Verbindungsdaten,12,12,lexical overlap
22,Privatsphäre,Deutschen,13,13,lexical overlap
22,Vorratsdatenspeicherung,Abschreckungspotential,14,14,lexical overlap
22,Jahr,Person,15,15,lexical overlap
22,Jahr,Gruppe,15,15,lexical overlap
22,Jahr,Terrorist,15,15,lexical overlap
22,Jahr,Ausland,15,15,lexical overlap
22,Jahr,Deutschland,15,15,lexical overlap
22,Jahr,Anschlag,15,15,lexical overlap
22,Jahr,Netzwerk,15,15,lexical overlap
22,Jahr,Spende,15,15,lexical overlap
22,Jahr,Unterstützer,15,15,lexical overlap
22,Bewusstsein,Person,15,15,lexical overlap
22,Bewusstsein,Gruppe,15,15,lexical overlap
22,Bewusstsein,Terrorist,15,15,lexical overlap
22,Bewusstsein,Ausland,15,15,lexical overlap
22,Bewusstsein,Deutschland,15,15,lexical overlap
22,Bewusstsein,Anschlag,15,15,lexical overlap
22,Bewusstsein,Netzwerk,15,15,lexical overlap
22,Bewusstsein,Spende,15,15,lexical overlap
22,Bewusstsein,Unterstützer,15,15,lexical overlap
22,Daten,Person,15,15,lexical overlap
22,Daten,Gruppe,15,15,lexical overlap
22,Daten,Terrorist,15,15,lexical overlap
22,Daten,Ausland,15,15,lexical overlap
22,Daten,Deutschland,15,15,lexical overlap
22,Daten,Anschlag,15,15,lexical overlap
22,Daten,Netzwerk,15,15,lexical overlap
22,Daten,Spende,15,15,lexical overlap
22,Daten,Unterstützer,15,15,lexical overlap
23,Thema,Gesellschaft,1,1,lexical overlap
23,Thema,Vorratsdatenspeicherung,1,1,lexical overlap
23,Daten,Terrorbekämpfung,2,2,lexical overlap
23,Daten ,Speichern,2,2,lexical overlap
23,Daten,Privatsphäre,2,2,lexical overlap
23,Daten,Individuum,2,2,lexical overlap
23,Eingriff,Terrorbekämpfung,2,2,lexical overlap
23,Eingriff,Speichern,2,2,lexical overlap
23,Eingriff ,Privatsphäre,2,2,lexical overlap
23,Eingriff,Individuum,2,2,lexical overlap
23,Seite,Befürworter,3,3,lexical overlap
23,Seite,Speicherung,3,3,lexical overlap
23,Seite,Verbindungsdaten,3,3,lexical overlap
23,Seite,Gesprächsinhalte,3,3,lexical overlap
23,Abschreckungspotenzial,Befürworter,3,3,lexical overlap
23,Abschreckungspotenzial,Speicherung,3,3,lexical overlap
23,Abschreckungspotenzial,Verbindungsdaten,3,3,lexical overlap
23,Abschreckungspotenzial,Gesprächsinhalte,3,3,lexical overlap
23,Angst,Individuum,4,4,lexical overlap
23,Angst,Überwachung,4,4,lexical overlap
23,Angst,Stasi,4,4,lexical overlap
23,Gegner,Vorratsdatenspeicherung,6,6,lexical overlap
23,Gegner,Ansicht,6,6,lexical overlap
23,Gegner,Speicherung,6,6,lexical overlap
23,Gegner,Verbindung,6,6,lexical overlap
23,Gegner,Vergleich,6,6,lexical overlap
23,Aufwand,Vorratsdatenspeicherung,6,6,lexical overlap
23,Aufwand,Ansicht,6,6,lexical overlap
23,Aufwand,Speicherung,6,6,lexical overlap
23,Aufwand,Verbindung,6,6,lexical overlap
23,Aufwand,Vergleich,6,6,lexical overlap
23,Nutzen,Vorratsdatenspeicherung,6,6,lexical overlap
23,Nutzen,Ansicht,6,6,lexical overlap
23,Nutzen,Speicherung,6,6,lexical overlap
23,Nutzen,Verbindung,6,6,lexical overlap
23,Nutzen,Vergleich,6,6,lexical overlap
23,Server,Verlagerung,7,7,lexical overlap
23,Server,Korrespondenz,7,7,lexical overlap
23,Server,Welt,7,7,lexical overlap
23,Server,Datenmenge,7,7,lexical overlap
23,Mitarbeiter,Verlagerung,7,7,lexical overlap
23,Mitarbeiter,Korrespondenz,7,7,lexical overlap
23,Mitarbeiter,Welt,7,7,lexical overlap
23,Mitarbeiter,Datenmenge,7,7,lexical overlap
23,Wartungsarbeit,Verlagerung,7,7,lexical overlap
23,Wartungsarbeit,Korrespondenz,7,7,lexical overlap
23,Wartungsarbeit,Welt,7,7,lexical overlap
23,Wartungsarbeit,Datenmenge,7,7,lexical overlap
23,Gegner,Vorratsdatenspeicherung,8,8,lexical overlap
23,Gegner,Gefahr,8,8,lexical overlap
23,Gegner,Zuge,8,8,lexical overlap
23,Gegner,Überwachungsstaat,8,8,lexical overlap
23,Daten,Transparenz,8,8,lexical overlap
23,Verantwortung,Transparenz,8,8,lexical overlap
23,Befürworter,Speicherung,10,10,lexical overlap
23,Befürworter,Verbindung,10,10,lexical overlap
23,Befürworter,Instrument,10,10,lexical overlap
23,Befürworter,Bekämpfung,10,10,lexical overlap
23,Befürworter,Terrorismus,10,10,lexical overlap
23,Befürworter,Verbindung,10,10,lexical overlap
23,Befürworter,Keim,10,10,lexical overlap
23,Schutz ,Bevölkerung,11,11,lexical overlap
23,Gegner,Verbindung,12,12,lexical overlap
23,Gegner,Grundrecht,12,12,lexical overlap
23,Gegner,Einzelnen,12,12,lexical overlap
23,Gegner,Ziel,12,12,lexical overlap
23,Gegner,Erhöhung,12,12,lexical overlap
23,Gegner,Sicherheit,12,12,lexical overlap
23,Gegner,Sammlung,12,12,lexical overlap
23,Gegner,Daten,12,12,lexical overlap
23,Gegner,Wirkung,12,12,lexical overlap
23,Aufzeichnung,Verbindung,12,12,lexical overlap
23,Aufzeichnung,Grundrecht,12,12,lexical overlap
23,Aufzeichnung,Einzelnen,12,12,lexical overlap
23,Aufzeichnung,Ziel,12,12,lexical overlap
23,Aufzeichnung,Erhöhung,12,12,lexical overlap
23,Aufzeichnung,Sicherheit,12,12,lexical overlap
23,Aufzeichnung,Sammlung,12,12,lexical overlap
23,Aufzeichnung,Daten,12,12,lexical overlap
23,Aufzeichnung,Wirkung,12,12,lexical overlap
23,Eingriff,Verbindung,12,12,lexical overlap
23,Eingriff,Grundrecht,12,12,lexical overlap
23,Eingriff,Einzelnen,12,12,lexical overlap
23,Eingriff,Ziel,12,12,lexical overlap
23,Eingriff,Erhöhung,12,12,lexical overlap
23,Eingriff,Sicherheit,12,12,lexical overlap
23,Eingriff,Sammlung,12,12,lexical overlap
23,Eingriff,Daten,12,12,lexical overlap
23,Eingriff,Wirkung,12,12,lexical overlap
23,Bevölkerung,Gegner,11,12,bridging information
23,Aufgabe,Staat,13,13,lexical overlap
23,Aufgabe,Freiheit,13,13,lexical overlap
23,Aufgabe,Einzelnen,13,13,lexical overlap
23,Aufgabe,Pflicht,13,13,lexical overlap
23,Aufgabe,Sicherheit,13,13,lexical overlap
23,Aufgabe,Bevölkerung,13,13,lexical overlap
23,Diskussion,Dilemma,14,14,lexical overlap
23,Diskussion,Balance,14,14,lexical overlap
23,Diskussion,Freiheit,14,14,lexical overlap
23,Diskussion,Sicherheit,14,14,lexical overlap
23,Sicherheit,Ansammlung,15,15,lexical overlap
23,Sicherheit,Daten,15,15,lexical overlap
23,Speicherung ,Verbindungsdaten,16,16,lexical overlap
23,Speicherung ,Grundrecht,16,16,lexical overlap
23,Speicherung ,Einzelnen,16,16,lexical overlap
25,Vorratsspeicherung,Zeit,1,1,lexical overlap
25,Vorratsspeicherung,Medien,1,1,lexical overlap
25,Vorratsspeicherung,Daten,1,1,lexical overlap
25,Diskussion,Speicherung,2,2,lexical overlap
25,Diskussion,Daten,2,2,lexical overlap
25,Diskussion,Meinung,2,2,lexical overlap
24,Diskussion,Proargument,2,2,lexical overlap
25,Diskussion,Kontraargument,2,2,lexical overlap
25,Diskussion,Auge,2,2,lexical overlap
25,Vorratspeicherung,Diskussion,1,2,stem-relation
25,Speicherung ,Daten,3,3,lexical overlap
25,Speicherung ,Gesprächsinhalte,3,3,lexical overlap
25,Speicherung ,Verbindungsdaten,3,3,lexical overlap
25,Speicherung ,Telefon,3,4,bridging information
25,Verbindungsdaten,Gesprächsinhalt,5,5,lexical overlap
25,Befürworter,Datenspeicherung,6,6,lexical overlap
25,Befürworter,Vorteil,6,6,lexical overlap
25,Befürworter,Schutz,6,6,lexical overlap
25,Befürworter,Bevölkerung,6,6,lexical overlap
25,Befürworter,Telefon ,6,6,lexical overlap
25,Befürworter,Internet,6,6,lexical overlap
25,Terrorkämpfer,Datenspeicherung,6,6,lexical overlap
25,Terrorkämpfer,Vorteil,6,6,lexical overlap
25,Terrorkämpfer,Schutz,6,6,lexical overlap
25,Terrorkämpfer,Bevölkerung,6,6,lexical overlap
25,Terrorkämpfer,Telefon ,6,6,lexical overlap
25,Terrorkämpfer,Internet,6,6,lexical overlap
25,Terroranschlag ,Auswertung,7,7,lexical overlap
25,Terroranschlag ,Daten,7,7,lexical overlap
25,Terrorkämpfer,Auswertung,7,7,lexical overlap
25,Terrorkämpfer,Daten,7,7,lexical overlap
25,Aufwand,Aufwand,8,8,lexical overlap
25,Mensch,Kontaktmöglichkeit,9,9,lexical overlap
25,Mensch,Internetnetz,9,9,lexical overlap
25,Mensch,Telefonnetz,9,9,lexical overlap
25,Mensch,Ausmaß,9,9,lexical overlap
25,Mensch,Daten ,9,9,lexical overlap
25,Mensch,Arbeit,9,9,lexical overlap
25,Nutzen,Aufwand,10,10,lexical overlap
25,Daten,Gefahr,11,11,lexical overlap
25,Daten ,Überwachungsstaat,11,11,lexical overlap
25,Staat,Deckmantel,12,12,lexical overlap
25,Staat,Sicherheitsbemühungen,12,12,lexical overlap
25,Staat,Daten,12,12,lexical overlap
25,Staat,Zweck,12,12,lexical overlap
25,Staat,Marktforschung,12,12,lexical overlap
25,Staatsmacht,Sicherheit,13,13,lexical overlap
25,Staatsmacht,Privatsphäre,13,13,lexical overlap
25,Staatsmacht,Daten,13,13,lexical overlap
25,Staatsmacht,Gesetz,13,13,lexical overlap
25,Staat,Gesetz,14,14,lexical overlap
25,Vorratsspeicherung,Betrachtung,15,15,lexical overlap
25,Vorratsspeicherung,Argument,15,15,lexical overlap
25,Vorratsspeicherung,Meinung,15,15,lexical overlap
25,Vorratsspeicherung,Daten,15,15,lexical overlap
25,Vorratsspeicherung,Gefahr,15,15,lexical overlap
25,Regelung,Chance,16,16,lexical overlap
25,Regelung,Möglichkeit,16,16,lexical overlap
25,Regelung,Basis,16,16,lexical overlap
25,Regelung,Schutz,16,16,lexical overlap
25,Regelung,Bevölkerung,16,16,lexical overlap
25,Regelung,Terroranschlag,16,16,lexical overlap
25,Regelung,Datenmissbrauch,16,16,lexical overlap
27,Terrorismus,Jahrhundert,1,1,lexical overlap
27,Terrorismus,Drohung,1,1,lexical overlap
27,Gefahr,Osten,3,3,lexical overlap
27,Krieg ,Europa,4,4,lexical overlap
27,Krieg ,Amerika,4,4,lexical overlap
27,Krieg ,Effekt,4,4,lexical overlap
27,Soldat,Jahr,6,6,lexical overlap
27,Soldat,Osten,6,6,lexical overlap
27,Soldat,Tat,6,6,lexical overlap
27,Soldat,Terrorbekämpfung,6,7,connective
27,Terrorbekämpfung,Staat,7,7,lexical overlap
27,Aufgabe,Staat,7,7,lexical overlap
27,Methode,Terrorist,9,9,lexical overlap
27,Methode,Meinungsunterschiedlichkeiten,9,9,lexical overlap
27,Vorbeugung,Attentat,10,10,lexical overlap
27,Vorbeugung,Weg,10,10,lexical overlap
27,Beobachtung,Mensch,13,13,lexical overlap
27,Beobachtung,Software,13,13,lexical overlap
27,Beobachtung,Email,13,13,lexical overlap
27,Beobachtung,Telefongespräch,13,13,lexical overlap
27,Beobachtung,Chatverlauf,13,13,lexical overlap
27,Beobachtung,Schlüsselwort,13,13,lexical overlap
27,Privatsphäre,Gefühl ,14,14,lexical overlap
27,Privatsphäre,Informationssammlung,14,14,lexical overlap
27,Telefongespräch,Gefühl ,14,14,lexical overlap
27,Telefongespräch,Informationssammlung,14,14,lexical overlap
34,Überblick,Lernender,3,3,lexical overlap
34,Überblick,Zusammenhang,3,3,lexical overlap
34,Überblick,Vorwissen,3,3,lexical overlap
34,Überblick,Beispiel,3,3,lexical overlap
34,Überblick,Schaubild,3,3,lexical overlap
34,Erklärung,Lernender,3,3,lexical overlap
34,Erklärung,Zusammenhang,3,3,lexical overlap
34,Erklärung,Vorwissen,3,3,lexical overlap
34,Erklärung,Beispiel,3,3,lexical overlap
34,Erklärung,Schaubild,3,3,lexical overlap
34,Gesamtkonzept,Lernender,3,3,lexical overlap
34,Gesamtkonzept,Zusammenhang,3,3,lexical overlap
34,Gesamtkonzept,Vorwissen,3,3,lexical overlap
34,Gesamtkonzept,Beispiel,3,3,lexical overlap
34,Gesamtkonzept,Schaubild,3,3,lexical overlap
34,Lerneden,Überblick,4,4,lexical overlap
34,Lerneden,Zusammenhang,4,4,lexical overlap
34,Lerneden,Erklärung,4,4,lexical overlap
