"id","subject","text","num_words"
11,"cognitive load theory","Die Cognitiv Load Theory bezeichnet eine Methode, welche einen Überblick über das Lernen bietet. Hierbei zunächst ein paar Erläuterungen. Unter einer intrinischen Belastung versteht man die Lernbelastung, beziehungsweisewie hoch oder niedrig das Vorwissen der jeweiligen Person ist. Die extrinische Belastung dagegen bezeichnet die Informationen, die im Gehirn verarbeitet werden, aber eigentlich nicht zum gelingen der Aufgabe beitragen. Ein Beispiel wäre, dass man einen Text lesen soll und danach eine Zusammenfassung schreibt. Der Text ist relativ anspruchsvoll und das Vorwissen eher gering. Also ist die intrinische Belastung hoch. Nebenbei laufen viele Personen im Zimmer herum und man hört Musik. Die extrinische Belastung ist also auch sehr hoch. So kann man sich nicht ausreichend auf die eigentliche Aufgabe konzentrieren, denn man ist abgelenkt. Warum kann man das nicht? Eingehende Informationen werden durch den sensorischen Speicher gefiltert, bzw. dort wird der Information eine Bedeutung zugeteilt. Diese Bedeutung kann als wichtig, oder unwichtig empfunden werde. Bekommt sie eine wichtige Bedeutung, wird diese Information weiter an den Arbeitsspeicher, auch Kurzzeitgedächtnis genannt, geleitet. Im Kurzzeitgedächtnis stehen allerdings nur begrenzte Kapazitäten zur Verfügung. Das heißt, die Informationen können nur sehr kurz gespeichert werden (Sekundenbereich), es sei denn, man wiederholt sie sehr oft und denkt so aktiv daran (phonologische Schleife). Hier wiederum kommt die extrinische Belastung zu tragen. Diese wird also dadurch sehr hoch. Um die eingehenden Informationen einordnen zu können, bildet sich jedes Individuum eigene Schemata. Diese Schemata sind abstrakte Wissenskonstruktionen. Sie werden aus dem Langzeitgedächtnis zu Hilfe gezogen, dort hat man einen unbegrenzten Speicherplatz und die dort gespeicherten Informationen gehen nicht mehr verloren.",258
12,"cognitive load theory","Die Cognitive-Load-Theory ist eine Theorie über das Lernverhalten in der Bildungswissenschaft. Man geht davon aus, dass verschiedene Faktoren die Lernenden unterstützen, beziehungsweise hindern beim erlernen von neuem Wissen. Um den Bezug zur Kognitive Load Theory zu nehmen braucht man das Vorwissen, wie die Informationsaufnahme im Gehirn statt findet. Das Gedächtnis ist in drei Arbeitsbereiche unterteilt, in denen die Wissensaufnahme und die Wissensverarbeitung statt findet. Zum einen werden neue Informationen direkt aufgenommen und im Kurzzeitgedächtnis nur wenige Sekunden gespeichert. Hier werden alle Informationen aufgenommen die unmittelbar in der der Umgebung wahr genommen werden. Nur wenn hierbei wichtige Informationen rausgefiltert werden oder ähnliche Informationen die zu bereits gespeicherten Informationen passen, werden sie ins Arbeitsgedächtnis übernommen. Alle anderen Informationen sind wieder weg und man selbst weiß es nicht das man diese Informationen überhaupt wahrgenommen hat. Das Arbeitsgedächtnis hat nur eine begrenzte Aufnahmekapazität, deswegen muss hier eine Verknüpfung zu dem Vorwissen statt finden, sodass es ins Langzeitgedächtnis übernommen wird. Was von hier aus nicht ins Langzeitgedächtnis abgelegt wird, fällt wieder raus. Das Langzeitgedächtnis ist der Teil der unbegrenzte Kapazitäten aufweist. Was einmal hierher kommt, kann immer wieder abgerufen werden. Wenn man den Ablauf der Informationsaufnahme von Wissen verstanden hat, kann man die Ansätze von der Cognitive-Load-Theory besser nachvollziehen. Hierbei werden auf die äußeren Faktoren bei der Wissensaufnahme eingegangen. Es gibt Extrinsische-Belastungen die die Informationsaufnahme erschweren. Damit meint man Belastungen die von außen auf einen einwirken. Eine Lehrkraft hat verschiedene Konzepte sein Wissen den Schülern zu vermitteln. Wenn jedoch die äußeren Belastungen, wie z. B. eine Powerpointfolie mit zu viel Text vom Lehrer gezeigt wird, fällt es den Schülern schwer dem Stoff zu folgen, da sie ihm nicht mehr folgen können, sondern mit dem Lesen der Folien beschäftigt sind. Der Lehrer kann Erklärungsbeispiele den Schülern aufzeigen, sodass sie dem Verlauf und der Wissensübermittlung besser folgen können. Wenn Schüler das erklärte gleich an einem Beispiel festmachen können, so gelingt es ihnen besser das Wissen zu verknüpfen und zu behalten. Die zweite Belastung ist die Intrinsische-Belastung, welche die eigenen Belastungen beschreibt. Ein Schüler kann nur dann sich das Wissen aneignen, wenn er bestimmtes Vorwissen mit bringt. Fehlt ihm dieses fällt es ihm schwer dem Unterrichtsverlauf zu folgen und neues Wissen zu erlernen. Eine weitere Belastung können Lernbezogene-Belastungen sein. Hierbei versteht man die Schwierigkeit sich wissen anzueignen, wenn der Stoff nicht gut vorbereitet ist und die Schüler dem Unterrichtsverlauf nicht folgen können. Das ist eine zentrale Theorie in den Bildungswissenschaften, damit Schüler den Stoff aus dem Unterricht besser erlernen können und auch anwenden können.",424
13,"cognitive load theory","Die Cognitiv Load Theory ist eine Theorie, die die Belastung unseres Arbeitsgedächtnisses während eines Lernprozesses beschreibt. Dabei geht die Cognitv Load Theory davon aus, das unser Arbeitsgedächtnis beschränkt ist in seiner zeitlichen Kapazität und auch in seiner Kapazität betreffend der Informationen, die in ihm gespeichert werden können. Das Arbeitsgedächtnis ist der Teil unseres Gehirns, indem die Informationsverarbeitung statt findet. Die neu aufgenommenen Informationen werden im Arbeitsgedächtnis organisiert, miteinander in einen Zusammenhang gebracht und dann ins Langzeitgedächtnis elaboriert. Im Langzeitgedächtnis bleiben die Informationen dann ein Leben lang gespeichert. Die Cognitiv Load Theory unterscheidet drei Arten von Belastungen denen das Arbeitsgedächtnis ausgesetzt ist: die Intrinsische-Belastung, die Extrinsische-Belastung und die Lernbezogene-Belastung (german Load). Dabei stellt die Lernbezogene-Belastung die Belastung dar, die dazu führt, dass man lernt. Deswegen ist es wichtig, wenn man etwas lernen will, dass die lernbezogenen Belastung so hoch wie möglich ausfällt. Im Gegensatz dazu sind die Intrinsische und die Extrinsische-Belastung eher lern hinderlich. Die Intrinsische-Belastung bezieht sich auf die Lerninhalte selbst. Dabei ist die Intrinsische-Belastung hoch bei komplexeren Themen und wenn das Vorwissen des Lernenden noch nicht sonderlich hoch ist.",188
14,"cognitive load theory","Bei der Cognitive-Load-Theory geht man davon aus, dass die Speicherkapazität des Arbeitsgedächtnisses begrenzt ist. Dies bedeutet, dass der Lerner nicht einfach unendlich viele neue Informationen aufnehmen, verarbeiten und ins Langzeitgedächtnis überführen kann. Daher versucht man bei Aufgabeninstruktionen und Aufgabenerstellung den sogenannten Extrinsic-Load (oder Extrinsische-Belastung) klein zu halten. Der Extrinsic-Load beschreibt die Kapazität, die die Aufgabenstellung, die Komplexität der zu lernenden Texte, etc. beinhalten. Wenn also schon die Aufgabeninstruktion so schwer ist, dass der Lernende diese kaum versteht, so geht hier schon viel Arbeitsgedächtniskapazität verloren. Der eigentliche Fokus beim Lernen sollte aber auf dem Intrinsic-Load (Intrinsische-Belastung) liegen. Er beschreibt die Komplexität des Aufgabeninhalts. Ist dieser besonders hoch, sollte man die Aufgaben selber besonders einfach und schrittweise planen. Schließlich gibt es noch die Lernbezogene-Belastung (oder Germane-Load). Diese beschreibt das Lernmaterial. Das sollte auch nicht zu kompliziert sein, um den Lerner nicht weiter zu verunsichern.",152
15,"cognitive load theory","Die Cognitive-Load-Theory beruht auf dem extrinsischen und dem intrinsischen Load. Sie beschreibt, wie gut Lernmaterial im Arbeitsgedächtnis aufgenommen und verarbeitet werden kann bezogen auf verschiedene Störfaktoren, die diesen Prozess behindern. Der intrinsische Load ist vom eigenen Vorwissen abhängig und auch von der Komplexität des Lernmaterials. Zum Beispiel hat das Lernen von Vokabeln eine niedrige Intrinsische-Belastung, während das Lernen einer Fremdsprache eine hohe Intrinsische-Belastung darstellt. Bei hohem Vorwissen besteht eine niedrige Intrinsische-Belastung, bei niedrigem Vorwissen eine hohe Intrinsische-Belastung. Des Weiteren ist es wichtig, dass das Vorwissen an die Komplexität des Lernmaterials angepasst ist: Das heißt, dass zum Beispiel ein niedriges Vorwissen und ein schweres Lernmaterial zu einem schlechten Lernergebnis führen. Ebenso führt auch hohes Vorwissen und leichtes Lernmaterial zu einem schlechten Lernergebnis, da der Lernende so unterfordert wird. Die Extrinsische-Belastung dagegen bezieht sich auf die Darstellung des Lernmaterials. Dabei hat zum Beispiel das Nutzen von gleichzeitig auditiver und visueller Darstellung des Lernmaterials einen negativen Effekt, da das Lernmaterial nicht gleichzeitig auf visueller und auditiver Ebene verarbeitet werden kann, was als Redundanz-Effekt bezeichnet wird. Besser ist eine simple Darstellung des zu Lernenden, die nur auf einer Art der Darstellung beruht. Die Gesamtheit der intrinsischen und extrinsischen Belastung wird Germane-Load genannt. Er ist also abhängig von der Komplexität des Lernmaterials, von dem Vorwissen des Lernenden und von der Darstellung des Lernmaterials. Wenn die intrinsische und die Extrinsische-Belastung niedrig sind, besteht auch ein niedriger Germane-Load, also eine niedrige Anzahl von Störfaktoren, die das Lernen beziehungsweise den Lernprozess beeinflussen.",256
16,"cognitive load theory","Die Cognitive-Load-Theory ist eine Theorie, die sich mit der Belastung beim Lernen befasst. Laut dieser Theorie gibt es drei verschiedene Arten von Belastungen: die intrinsische, die extrinsische und die lernbezogene Belastung. Die intrinsische Belastung umfasst alle Elemente, die auf dem Lernmaterial vorhanden sind. Ist die intrinsische Belastung hoch, gibt es also viele neue Elemente, die auf ein Mal gelernt werden sollen und hat der Lernende ein geringes Vorwissen, ist der Lernende überfordert und der Lerneffekt nicht optimal. Unter der lernbezogenen Belastung, dem Germane Load, versteht man die Gestaltung der Lernelemente. Wie strukturiert sind die Elemente angeordnet? Sind die Elemente übersichtlich? Der Germane Load sollte hoch sein, um ein produktives Lernen zu ermöglichen. Zu der extrinsischen Belastung gehören alle Störfaktoren, die keinen direkten Zusammenhang mit dem Lernmaterial haben. Äußere Störfaktoren können andere Schüler sein, die reden, laute Musik oder andere Vorgänge, durch die der Lernende abgelenkt wird. Was für den Lernenden eine extrinsische Belastung darstellt, ist individuell abhängig. Die extrinsische Belastung sollte für einen möglichst großen Lerneffekt so niedrig wie möglich sein, damit der Lernende nicht so leicht abgelenkt wird.Zu der Cognitive-Load-Theory gehören auch verschiedene Effekte, die beim Lernen beobachtet werden können, beispielsweise der Expertise-Umkehr-Effekt oder der Redundanz-Effekt.",206
17,"cognitive load theory","Bei der Cognitive-Load-Theory handelt es sich um eine Theorie, welche die kognitive Belastung bei Lernenden beschreibt. Man geht davon aus, dass der Lernprozess mit kognitiver Belastung verbunden ist. Die genannte Theorie versucht dabei zu zeigen, wodurch das Lernen erleichtert oder auch erschwert werden kann. Eine zentrale Rolle kommt dabei dem Arbeitsgedächtnis zu, welches nur eine begrenzte Aufnahmekapazität besitzt. Es gibt drei Arten der kognitiven Belastung: Die intrinsicher (intrinsic cognitive load), die extrinsische (extraneous cognitive load) und die lernbezogene-Belastung (Germane cognitive load). Die Intrinsische-Belastung hängt von dem verwendeten Lernmaterial ab. Je komplexer das Lernmaterial ist desto höher ist auch die Intrinsische-Belastung. Bei der extrinsischen Belastung steht die Gestaltung des Lernmaterials im Vordergrund. Lernmaterial, das überflüssige Informationen enthält oder ablenkende "" dekorative "" Details, erhöht die Extrinsische-Belastung. Die Aufmerksamkeit des Lerners wird durch eine zu hohe extrinsische Belastung unnötig abgelenkt und wirkt sich negativ auf den Lernerfolg aus. Unter der lernbezogenen Belastung versteht man den Teil der kognitiven Belastung, der für den Lernprozess aufgebracht werden muss. Damit ist das Bemühen des Lernenden, das Lernmaterial zu verstehen gemeint. Es ist sehr wichtig, dass diese lernbezogenen Belastung bewusst gefördert wird, da es dem Lernenden nur so möglich wird, neue Schemata im Arbeitsgedächtnis zu bilden.",205
18,"cognitive load theory","Die Cognitive-Load-Theory besagt, dass Lernen durch Belastungen gestört werden kann. Es gilt folgende Belastungen zu unterscheiden: die Extrinsische- und Intrinsische-Belastung. Extrinsische-Belastungen sind diese, die von Außen kommen. Also zum Beispiel Störungen im Unterricht, wenn ein Schüler unaufmerksam ist, oder es im Klassenraum zu heiß oder zu kalt ist. Diese Belastungen gilt es als Lehrender so weit wie möglich zu unterbinden. Dies geht natürlich nur bei einigen Belastungen, wie Störungen, aber beim Wetter natürlich nicht. Intrinsische-Belastungen sind jene Belastungen, die ""von Innen"" kommen, also wenn ein Schüler schlechte Laune hat und deshalb nicht aufpasst, oder wenn die Schüler mit dem Unterrichtsstoff überfordert sind und deshalb dem Lehrenden nicht folgen können. Schüler benötigen nämlich zum effektiven Lernen Vorwissen mit welchem sie neu Erlerntes verknüpfen können. Fehlt dieses Vorwissen, haben die Schüler eine sehr hohe Intrinsische-Belastung und können mit dem neuen Unterrichtsstoff nichts anfangen. Die Cognitive-Load-Theory besagt also, dass man als Lehrender durch Minimierung dieser Belastungen ein besseres Lernumfeld schaffen kann.",167
19,"cognitive load theory","Die Cognitive-Load-Theory beschäftigt sich mit den Verarbeitungsprozessen im Gehirn, welche den Menschen das Lernen ermöglicht. Bei der Cognitive-Load-Theory geht man vom Drei-Speicher-Modell des Gedächtnisses aus. Das Drei-Speicher-Modell teilt das Gedächtnis in drei verschieden Bereiche, welche miteinander interagieren können. Dabei ist der erste Teil Ausgangspunkt aller visuell oder auditiv gesammelter Informationen. Hier wird unbewusst ausgewählt, welche dieser Informationen an das Arbeitsgedächtnis weitergeleitet werden sollen, bereits hier findet jedoch schon unterbewusst eine Selektion auf Grund bekannter Informationen statt (siehe Cocktail-Party-Effekt). Im Arbeitsgedächtnis werden Informationen nur wenige Minuten gespeichert. Mit diesen Gedächtnisteil beschäftigt sich auch die cognitive load Theorie größtenteils. Im Arbeitsgedächtnis kann der Lernende aktiv mit diesen Informationen arbeiten und verknüpft diese mit kognitiven Schemata (Vgl. Piaget), welche bereits im Langzeitgedächtnis gespeichert werden. Im Langzeitgedächtnis befinden sich die Informationen, die für uns wichtig sind. Diese werden in kognitiven Schemata zusammengebunden und so strukturiert. Die Cognitive-Load-Theory beschäftigt sich nun, wie oben erwähnt, insbesondere mit der Belastung des Arbeitsgedächtnisses. Diese wird durch die verschiedenen sensorischen Eindrücke belastet, also die visuellen und auditiven Informationen, verfügt aber nach der Cognitive-Load-Theory nur über sieben sogenannte Slots, in welchen Informationen gespeichert werden können. Diese Slots stellen die Kapazität dar, wie viele verschiedene Informationen gleichzeitig aktiv genutzt werden können. Man kann diese Slots erweitern, indem man z.B. Zahlenfolgen nicht als einzelne Nummern speichert, sondern sie komplex zusammenfügt, z.B. als Datum. Sind diese Slots jedoch bereits gefüllt, ist für den Moment keine weitere Informationsaufnahme möglich. Belastungen des Arbeitsgedächtnisses stellen sowohl die intrinsische als auch die Extrinsische-Belastung dar. Unter Intrinsischer-Belastung versteht man eigene Gedanken und innere Lernprozesse, z.B. die Verknüpfung von neuen Informationen mit bereits bekannten sogenannten Schemata. Demgegenüber steht die Extrinsische-Belastung, welche äußere Einflüsse auf den Lernenden darstellen. Dies können bspw. Erklärungen einer Lehrkraft sein oder auch Kurznachrichten. Um erfolgreich lernen zu können, sollte die Extrinsische-Belastung möglichst gering gehalten werden. Ebenso sollten Erklärungen dem Vorwissen der Lernenden angepasst sein. Nur so kann das Gesehene/Gehörte auch sinnvoll in ein größeres Wissenskonstrukt, dies entspricht einen Schemata nach der Lehre von Piaget, eingegliedert werden. Dennoch sollten die Belastungen auch nicht zu gering ausfallen, da ansonsten kein Verarbeitungsprozess stattfindet und der Lernende sich langweilt. Insgesamt versteht sich die cognitve load Theorie als eine Theorie der Wissenskonstruktion, welche von einer begrenzten Aufnahmefähigkeit des Lernenden ausgeht und versucht diese optimal zu nutzen, um optimalen Lernerfolg zu erreichen.",404
20,"cognitive load theory","In der Bildungswissenschaft geht man davon aus, dass es mehrere Speicher im Gedächtnis gibt. Relevant für die Cognitive-Load-Theory sind dabei der Langzeitspeicher, den man als eigentliches Gedächtnis im alltäglichen Gebrauch bezeichnen könnte, und vor allem um den Arbeitsspeicher. Der Arbeitsspeicher ist, wie der Name bereits erraten lässt, der Speicher in dem alle Informationen verarbeitet werden. In der Cognitive-Load-Theory geht es vor allem um die Annahme, dass dieser Arbeitsspeicher begrenzt ist. Diese Annahme hat zur Folge, dass es ein Lernmaximum gibt, das es zu erreichen gilt. Um dieses Lernmaximum zu erreichen sollte der Anteil des Germane-Loads, also der lernbezogenen Belastung, möglichst hoch sein. Wenn der Arbeitsspeicher an seine Grenzen stößt, ist diese lernbezogene Belastung allerdings die Erste die kleiner wird. Außer der lernbezogenen Belastung gibt es im Arbeitsspeicher noch die intrinsische und die extrinsische Belastung. Die Intrinsische-Belastung ist dabei die Anstrengung die im Arbeitsgedächtnis aufgewandt wird um den Inhalt des zu Erlernenden zu verstehen, also zum Beispiel es sich räumlich vorzustellen. Diese intrinsische Belastung lässt sich oft nicht verringern ohne den Lernstoff zu reduzieren, ist also keine Belastung die man kürzen könnte um die Lernbezogene-Belastung zu maximieren. Anders ist das bei der extrinsischen Belastung. Diese bezeichnet in erster Linie die Ablenkung: Lärm, die hübsche Kommilitonin nebenan, Nachrichten auf dem Handy schreiben, aber auch zum Beispiel die nervige Stimmlage der erklärenden Person oder ablenkende Gestaltung von Powerpoint Folien. Die Extrinsische-Belastung möglichst klein zu halten, hat den Effekt, dass im Arbeitsspeicher mehr Kapazität für die Lernbezogene-Belastung ist und so das besagte Lernmaximum zu erreichen. Beispielsweise fällt es den meisten Lernenden einfacher zu lernen wenn im Klassenzimmer Ruhe herrscht, eine angenehme Temperatur besteht und man sich gut auf den Stoff konzentrieren kann anstatt ständig durch Lärm und Gespräche anderer abgelenkt zu werden.",298
21,"data retention","Die Vorratsspeicherung von Daten steht im Spannungsfeld zwischen Terrorbekämpfung und Bürgerüberwachung und bewegt sich damit auf dem Grat zwischen Schutz und Eingriff. Gewiss handelt es sich um ein Thema, das nicht leichtfertig behandelt werden solte und bei dem sich eine Abwägung der Argumente lohnt und aufdrängt. Angesichts der zunehmenden Gefahr durch Gewalt und Terror, die gerade den Bevölkerung westlicher Staaten droht, lässt sich die Gefahrenabwehr und damit der Schutz der Menschen für die Durchführung der Vorratsdatenspeicherung anbringen. Durch Gewalt und insb. Terrorismus sind Leib und Leben von Menschen bedroht. Dem steht die Speicherung von Daten einer Gruppe dieser Menschen gegenüber. Wägt man nun den Eingriff in die persönliche Sphäre dieser wenigen Menschen und den Verlust ihrer Anonymität gegenüber dem Staat mit der Gefahr für Leib und Leben der Gesamtbevölkerung ab, scheint das Ergebnis zunächst auf der Hand zu liegen: Dem Bevölkerungsschutz muss unbedingt gedient werden. Auch in Anbetracht dieser Erwägungen darf allerdings nicht außer Acht gelassen werden, dass es sich bei den durch die Vorratsspeicherung erzeugten Eingriffen nicht um marginale Beeinträchtigungen der Betroffenen handelt. So führt die Vorratsdatenspeicherung dazu, dass zwar nicht die Gesprächsinhalte, aber die Verbindungsdaten einer Person erfasst und gespeichert werden. Anhand solcher Daten lassen sich konkrete Kommunikationsprofile der jeweiligen Personen erstellen, die Rückschlüsse auf ihre Lebensweise und ihre Persönlichkeit zulassen. Damit erlangt der Staat einen Einblick in das Leben seiner Bürger, der ihm nicht zusteht. Die Gefahr einer Totalüberwachung droht. Zwar lässt sich dem entgegen setzen, dass die Überwachung weder anlasslos erfolgt noch unter einem anderen Gesichtspunkt als der Gefahrenabwehr geschieht. Desweiteren handelt es sich um ein effektives Instrument der Prävention; Vorsorge ist bekanntlich besser als Nachsorge. Dennoch ist gerade die Tatsache, dass es sich um reine Prävention handelt, in Anbetracht der Schwere der Grundrechtseingriffe ein schwaches Argument. Vorratsdatenspeicherung verletzt die betroffenen Bürger in diversen verfassungsmäßig garantierten Rechten.",302
22,"data retention","Zur Terrorbekämpfung werden in Deutschland Daten in verschiedenster Form gesammelt. Dies ist ein sehr umstrittener Vorgang der Bundesregierung und der Behörden, die für die Sicherheit der Bürger verantwortlich sind. Denn viele Bürger sehen in der Datensammlung einen Eingriff in das Grundrecht und sich somit einem Teil ihrer Grundrechte beschnitten. Sie merken, dass sie in diesem Bereich kein mitbestimmungsrecht haben und das Gesamtwohl der Bevölkerung mehr zählt, als das Wohlbefinden des Einzelnen. Die Regierung hingegen sieht in der Vorratsdatenspeicheurng ein wichtiges Instrument zur Terrorbekämpfung, um in bestimmten Situationen auf vorhandene Daten zurückgreifen und somit schnell und effektiv handeln zu können. Sie bezeichnet die Datnspeicherung als so wichtig, dass sie unerlässlich im Kampf gegen den Terror erscheint. Kritiker hingegen weisen auf den unverhältnismäßig geringen Nutzen hin, der im Vergleich zum Aufwand steht. Sie können durch Studien belegen, dass mit der Vorratsdatenspeicherung hohe Kosten einhergehen (z.B. für Gehälter und technische Geräte). Obwohl in Deutschland schon einige Terroranschläge vereitelt werden konnten, war dies nicht zum größten Teil auf die gesammelten Daten zurückzuführen, sondern z.B. auch auf Daten, die andere Geheimdienste der Bundesregierung zukommen ließen. Die Regierung hingegen argumentiert weiterhin mit ihrer Aufgabe des Schutzes der Bevölkerung. Doch immer mehr Deutsche sehen in der Datensammlung die Gefahr, dass Deutschland zu einem Überwachungsstaat wird. Dagegen halten Regierungssprecher, dass z.B. nicht die Gesprächsinhalte von Telefonaten gespeichert werden, sondern nur die Verbindungdaten. Die Privatsphähre der Deutschen werde dadurch hinreichend beachtet. Zudem habe die Vorratsdatenspeicherung auch ein Abschreckungspotential. Denn die vergangenen Jahr haben gezeigt, dass das Bewusstsein, dass einige Daten über Personen oder Gruppen gespeichert und gesammelt werden, dass potentielle Terroristen z.B. aus dem Ausland weniger nach Deutschland einreisen, um dort die Anschläge vorzubereiten oder um sich dort ein Netzwerk von Spendern und Unterstützern aufzubauen. Abschließend kann gesagt werden, dass es viele Vor- und Nachteile der Vorratsdatenspeicherung als Instrument zur Terrorbekämpfung gibt.",308
23,"data retention","Ein Thema was aktuell in der digitalen Gesellschaft sehr kontrovers diskutiert wird, stellt die Vorratsdatenspeicherung dar. Sollen Daten zur Terrorbekämpfung gespeichert werden oder wird durch das Speichern von Daten ein zu starker Eingriff in die Privatsphäre des Individuums getätigt? Die Seite der Befürworter versucht immer wieder klarzustellen, dass es um die Speicherung von Verbindungsdaten, nicht aber um die Speicherung von Gesprächsinhalten geht, worin auch ein gewisses Abschreckungspotenzial mitschwingt. Dadurch soll den einzelnen Individuen die Angst über eine mögliche Überwachung a la Stasi genommen werden. Jedoch hat niemand den Überblick, was wirklich gespeichert wird und was nicht. Demgegenüber vertreten die Gegner der Vorratsdatenspeicherung die Ansicht, dass durch die Speicherung von unzähligen Verbindungen die tagtäglich enstehen zunächst ein viel zu großer Aufwand entsteht und der Nutzen im Vergleich dazu sehr gering ausfällt. Durch eine zunehmende Verlagerung der Korrespondenz aus der analogen in die digitale Welt, werden immer mehr Server, Mitarbeiter, Wartungesarbeiten etc. benötigt, um diese riesigen Datenmengen zu speichern und zu verwalten. Im Zuge dessen sehen die die Gegner der Vorratsdatenspeicherung auch zunehmde die Gefahr eines Überwachungsstaates. Schließlich weiß kaum jemand wer eigentlich für die gesamten gesammelten Daten wirklich die Verantwortung trägt und wer kann dann in dieser fehlnden Transparenz schon sicherstellen, dass diese nicht missbraucht werden? Jedoch sehen die Befürworter gerade in der Speicherung von Verbindungen ein elementares Instrument zur Bekämpfung von Terrorismus, wodurch gefährliche Verbindungen schon frühzeitig entdeckt und im Keim erstickt werden können. Folglich wird dadurch der höchstmögliche Schutz für die Bevölkerung garantiert. Andererseits argumentieren die Gegner, dass eine zu detaillierte Aufzeichnung von allen Verbindungen auch als Eingriff in die freiheitlichen Grundrechte des Einzelnen verstanden werden können, sich der Einzelne dadurch nicht mehr sicher fühlt und somit das Ziel der Erhöhung der Sicherheit durch die Sammlung von Daten eine gengenteilige Wirkung erzeugt. Natürlich ist es die Aufgabe des Staates die Freiheiten des Einzlnen zu wahren, jedoch ist dieser auch in der Pflicht für die Sicherheit seiner Bevölkerung zu sorgen. Letztendlich resultiert diese Diskussion in einem Dilemma, wo es darum geht, die richtige Balance zwischen Freiheit und Sicherheit zu finden. Kann die Sicherheit durch die Ansammlung von Daten tatsächlich erhöht werden? Und wie stark greift eine Speicherung von Verbindungsdaten tatsächlich in die Grundrechte des Einzelnen ein.",367
24,"data retention","Die heutige Zeit ist in technischer Perspektive von der Digitalisierung vieler Lebensbereiche geprägt; aus der Sicht internationaler wie lokaler Politik von Terrorismus und Verbrechen, die es zu bekämpfen gilt. Die Verbindung von beidem bringt viele Menschen auf den Gedanken digitaler Überwachung, zum Beispiel in Form der Vorratsdatenspeicherung. Die damit einhergehende Gefahr erkannte George Orwell schon 1948. Die Speicherung persönlicher Daten dienen nicht dem Schutz der Bevölkerung - wer ein Verbrechen begehen will, wird von Behörden nicht daran gehindert werden können -, sondern ist schlicht und einfach ein Eingriff in die Grundrechte eines jeden, der überwacht wird, häufig vermutlich profilaktisch, ohne jemals Anlass dafür gegeben zu haben, aus reinem Misstrauen also. Viele Befürworter der Voratsdatenspeicherung argumentieren damit, dass, wer sich an die Gesetze halte, ja auch keine Repressionen zu befürchten habe. Verhaltenswissenschaftlich bewiesen ist jedoch, dass Menschen, die sich überwacht fühlen, sich anders verhalten, unbewusst. Sie sind vorsichtiger, höflicher, auch unehrlicher als sie eigentlich sein wollen. Damit ist der freie Wille bereits manipuliert.",161
25,"data retention","Zur Zeit wird in den Medien die Vorratsspeicherung von sensiblen Daten sehr diskutiert. Um die Diskussion um die Speicherung von Daten verstehen zu können und sich eine eigene Meinung zu bilden, hilft es, sich alle Pro - und Kontraargumente vor Augen zu halten. Zunächst einmal betrifft eine Speicherung von sensiblen Daten nicht die Gesprächsinhalte, sondern nur die Verbindungsdaten. Das bedeutet, dass nicht gespeichert wird, was beispielsweise am Telefon gesprochen wird, sondern wer mit wem, wie lange telefoniert hat. Ob diese Verbindungsdaten tatsächlich weniger sensibel sind als Gesprächsinhalte, ist nicht klar. Außerdem sehen Befürworter der Datenspeicherung als großen Vorteil zum Schutz der Bevölkerung, da sich Terrorkämpfer über Telefon und Internet austauschen und organisieren. Mithilfe der Auswertung von Daten, könnten Terroranschläge also vermieden und Terrorkämpfer identifiziert werden. Dem gegenüber zu stellen wäre der riesige Aufwand. Wenn man sich überlegt, wieviele Millionen Menschen die Kontaktmöglichkeit über Internet - und Telefonnetze nutzen, kann man sich das Ausmaß der auszuwertenden Daten und die damit verbundene Arbeit gut vorstellen. Es ist also kritisch zu beurteilen, ob der generierte Nutzen dem zu leistenden Aufwand eventuell unverhältnismäßig gegenübersteht. Wenn allgemein alle Daten kontrolliert und ausgewertet werden, gibt es außerdem die Gefahr eines Überwachungsstaats. Es könnte soweit kommen, dass der Staat unter dem Deckmantel von Sicherheitsbemühungen, unsere Daten auch zu anderen Zwecken auswertet, beispielsweise für Marktforschungen. Als letztes wäre anzuführen, dass die Staatsmacht selbst die Sicherheit unserer Privatsphäre, also auch unserer Daten, im Gesetz streng geregelt hat. Ein Staat kann und darf nicht gegen seine eigenen Gesetze verstoßen. Nach Betrachtung all dieser Argumente bin ich der Meinung, dass eine Vorratsspeicherung von Daten zwar sinnvoll sein kann, sie aber auch viele Gefahren birgt. Um Chancen und Möglichkeiten gezielt nutzen zu können, sollte eine neue gesetzliche Regelung die Basis für den Schutz der Bevölkerung, vor Terroranschlägen und aber auch vor Datenmissbrauch, werden.",300
